-5.603396857623010874e+03,-2.191882231272757053e+02,2.163051249226555228e+04,-8.803908713161945343e+02,1.633634383324533701e+04,1.326679921476170421e+04,9.365066944155842066e+03,0.000000000000000000e+00,-1.951775630004703999e+03,-3.265085979364812374e+03,-1.990429154830053449e+04
-2.191882231272757053e+02,-2.098204276990145445e+04,4.229150363244116306e+02,3.510649548843502998e+04,1.739954313961789012e+04,1.171247276943176985e+04,9.967152436729520559e+03,0.000000000000000000e+00,-7.034032023511826992e+03,-1.356875145575031638e+04,-1.969056029338389635e+04
2.163051249226555228e+04,4.229150363244116306e+02,-1.117259671445935965e+05,5.897163646295666695e+03,-7.747530617052689195e+04,-6.427399057429283857e+04,-4.436788003658875823e+04,0.000000000000000000e+00,4.839421308133751154e+03,1.781609171302989125e+04,7.241760613396763802e+04
-8.803908713161945343e+02,3.510649548843502998e+04,5.897163646295666695e+03,-9.597079042578116059e+04,-3.356217348482459784e+04,-2.121851139236241579e+04,-1.854368747444823384e+04,0.000000000000000000e+00,1.559237716719508171e+04,2.788328856695443392e+04,1.527678250567987561e+04
1.633634383324533701e+04,1.739954313961789012e+04,-7.747530617052689195e+04,-3.356217348482459784e+04,-8.587085176259279251e+04,-6.652498996118083596e+04,-4.438061296241357923e+04,0.000000000000000000e+00,6.954905984457582235e+03,2.471279003657400608e+04,9.368159226141870022e+04
1.326679921476170421e+04,1.171247276943176985e+04,-6.427399057429283857e+04,-2.121851139236241579e+04,-6.652498996118083596e+04,-1.027274265652522445e+05,-3.148488758597522974e+04,0.000000000000000000e+00,4.532012098934501410e+03,1.878379407571628690e+04,1.359940142720006406e+05
9.365066944155842066e+03,9.967152436729520559e+03,-4.436788003658875823e+04,-1.854368747444823384e+04,-4.438061296241357923e+04,-3.148488758597522974e+04,-3.794411895796656609e+04,0.000000000000000000e+00,4.735738912131637335e+03,1.398893800796940923e+04,6.937807484064251184e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.951775630004703999e+03,-7.034032023511826992e+03,4.839421308133751154e+03,1.559237716719508171e+04,6.954905984457582235e+03,4.532012098934501410e+03,4.735738912131637335e+03,0.000000000000000000e+00,-1.307034835917875171e+04,2.705746737774461508e+03,-6.877598934806883335e+03
-3.265085979364812374e+03,-1.356875145575031638e+04,1.781609171302989125e+04,2.788328856695443392e+04,2.471279003657400608e+04,1.878379407571628690e+04,1.398893800796940923e+04,0.000000000000000000e+00,2.705746737774461508e+03,-2.214983396697789431e+04,-1.617263478692620993e+04
-1.990429154830053449e+04,-1.969056029338389635e+04,7.241760613396763802e+04,1.527678250567987561e+04,9.368159226141870022e+04,1.359940142720006406e+05,6.937807484064251184e+04,0.000000000000000000e+00,-6.877598934806883335e+03,-1.617263478692620993e+04,-3.454961188253946602e+05
